,participant,gof,name
0,0_epo,0.061333909649201684,linear
1,10_epo,0.17628138261114853,linear
2,11_epo,0.1413421365663231,linear
3,12_epo,0.23260062144159624,linear
4,13_epo,0.02972746678162912,linear
5,14_epo,0.03513842869652449,linear
6,15_epo,0.3462817372140524,linear
7,16_epo,0.09466917228474138,linear
8,17_epo,0.2079005361279727,linear
9,18_epo,0.040667249536826905,linear
10,19_epo,0.1676450560552219,linear
11,1_epo,0.03733512192217677,linear
12,20_epo,0.17881492427852988,linear
13,21_epo,0.32686763022998866,linear
14,22_epo,0.0756095884520003,linear
15,23_epo,0.19737978583839083,linear
16,24_epo,0.24181190937513727,linear
17,25_epo,0.0876443386872623,linear
18,2_epo,0.2612454874996737,linear
19,3_epo,0.16878888753936075,linear
20,4_epo,0.10915720212096873,linear
21,5_epo,0.09539243036655763,linear
22,6_epo,0.23710413910877118,linear
23,7_epo,0.22846977289023068,linear
24,8_epo,0.03091815272376458,linear
25,9_epo,0.31231626001121765,linear
