,participant,gof,name
0,0_epo,0.002829687012294123,linear
1,10_epo,0.0010194116874637949,linear
2,11_epo,0.001419014640542626,linear
3,12_epo,0.003421237319509758,linear
4,13_epo,0.0022000494081644848,linear
5,14_epo,0.001879544230273435,linear
6,15_epo,0.0018856521317219528,linear
7,16_epo,0.0016075617752500009,linear
8,17_epo,0.0013048745592118428,linear
9,18_epo,0.001467261605579892,linear
10,19_epo,0.0015354359871342204,linear
11,1_epo,0.00226690305471838,linear
12,20_epo,0.0009361649204722536,linear
13,21_epo,0.0010405966816278813,linear
14,22_epo,0.004855474203693561,linear
15,23_epo,0.0015943624738769951,linear
16,24_epo,0.0027003291904263934,linear
17,25_epo,0.0017993822063821533,linear
18,2_epo,0.0009871254350870854,linear
19,3_epo,0.0024594434715666208,linear
20,4_epo,0.0011572766440856154,linear
21,5_epo,0.0021126829833418162,linear
22,6_epo,0.0012191904810242146,linear
23,7_epo,0.0022830673817772484,linear
24,8_epo,0.00154222396760788,linear
25,9_epo,0.0022439490849012933,linear
