,participant,gof,name
0,0_epo,0.004095028898456687,linear
1,10_epo,0.002042524756934284,linear
2,11_epo,0.004639792444661273,linear
3,12_epo,0.004524319475913607,linear
4,13_epo,0.003651162475361459,linear
5,14_epo,0.0025718340324332066,linear
6,15_epo,0.007821380158558853,linear
7,16_epo,0.0036712003089815503,linear
8,17_epo,0.0030862425295404504,linear
9,18_epo,0.0039611672150047395,linear
10,19_epo,0.006491710031843286,linear
11,1_epo,0.004183108043692042,linear
12,20_epo,0.0051931044892277655,linear
13,21_epo,0.00491098677357227,linear
14,22_epo,0.00415183547290572,linear
15,23_epo,0.0034294004946256508,linear
16,24_epo,0.006586398601112189,linear
17,25_epo,0.005166104618839161,linear
18,2_epo,0.005421422016539725,linear
19,3_epo,0.006690304629973354,linear
20,4_epo,0.004899849124422293,linear
21,5_epo,0.003917575973763719,linear
22,6_epo,0.003946906698326421,linear
23,7_epo,0.00518809563115702,linear
24,8_epo,0.0025237234481666052,linear
25,9_epo,0.005443796789028207,linear
