,participant,gof,name
0,0_epo,0.0028252770318994125,linear
1,10_epo,0.0010385709983076498,linear
2,11_epo,0.001969734365694649,linear
3,12_epo,0.0038262158710102214,linear
4,13_epo,0.002131542670744933,linear
5,14_epo,0.002125868100131163,linear
6,15_epo,0.002705137299541851,linear
7,16_epo,0.0028687621174042117,linear
8,17_epo,0.0016429390091929333,linear
9,18_epo,0.0016826618198127132,linear
10,19_epo,0.002748422168247913,linear
11,1_epo,0.0024815620576608918,linear
12,20_epo,0.0016737161449674961,linear
13,21_epo,0.001475194449664697,linear
14,22_epo,0.0049175372345448215,linear
15,23_epo,0.002624753752604913,linear
16,24_epo,0.005392467858690308,linear
17,25_epo,0.0023939610431983212,linear
18,2_epo,0.0015010644562142002,linear
19,3_epo,0.002832147028105678,linear
20,4_epo,0.0022967286120015276,linear
21,5_epo,0.0029611633107354926,linear
22,6_epo,0.0016098004172438905,linear
23,7_epo,0.004018465288322658,linear
24,8_epo,0.0014458463869223212,linear
25,9_epo,0.0023189242614920385,linear
